talk_id,speaker_name,institution,session_title,opportunity_type,priority,description,transcript_evidence,crispro_angle
aacr-james-s-ewing-thelma-b-dunn-award-for-outstanding-achievement-in-pathology-::unknown::1,Dr. David Rim,Yale School of Medicine,AACR James S. Ewing–Thelma B. Dunn Award for Outstanding Achievement in Pathology,trial_design_improvement,high,Current ADC trials enroll patients based on binary IHC scores; a trial using CrisPRO quantitative thresholds could reduce enrollment heterogeneity and improve signal detection,"Speaker said: ""We are looking at six trials ... two or three are prospective, but we still don't have a clear cutoff.""","Provide a validated quantitative assay for trial eligibility criteria, enabling stratified randomization and adaptive cutoff refinement during the study"
aacr-jca-joint-session-lung-cancer-in-never-smokers::unknown::2,Jacqueline Lo Piccolo,Dana-Farber Cancer Institute,aacr-jca-joint-session-lung-cancer-in-never-smokers,biomarker_stratification_gap,high,Identify polygenic risk score thresholds that predict EGFR‑positive lung cancer in never smokers beyond known germline variants.,"Speaker said: ""polygenic risk scores for lung adenocarcinoma were associated with a small amount of risk""",CrisPRO can integrate GWAS‑derived PRS with somatic mutation data to refine high‑risk subpopulations.
aacr-jca-joint-session-lung-cancer-in-never-smokers::unknown::2,Jacqueline Lo Piccolo,Dana-Farber Cancer Institute,aacr-jca-joint-session-lung-cancer-in-never-smokers,resistance_mechanism_addressable,medium,"Target TP53‑mutated, EGFR‑positive tumors where TP53 loss may drive genomic instability.","Speaker said: ""TP53 emerged as the strongest signal among all lung cancers""",CrisPRO can model TP53‑driven mutational processes to predict response to DNA‑damage agents.
aacr-jca-joint-session-lung-cancer-in-never-smokers::unknown::3,Seung Lee,Samsung Medical Center,aacr-jca-joint-session-lung-cancer-in-never-smokers,combination_partner,medium,Develop DDR1‑targeted agents or biomarkers to select never‑smoker patients for ICI therapy.,"Speaker said: ""DDR1 is a very important marker for T cell infiltration""",CrisPRO can model DDR1‑mediated immune exclusion pathways to prioritize combination strategies.
aacr-jca-joint-session-lung-cancer-in-never-smokers::unknown::3,Seung Lee,Samsung Medical Center,aacr-jca-joint-session-lung-cancer-in-never-smokers,biomarker_stratification_gap,high,Use PBAP loss‑of‑function mutation as a predictive biomarker for ICI response in never smokers.,"Speaker said: ""PBAP mutation, especially loss of function mutation, is around 10% of the lung cancer population and never smoker population""",CrisPRO can integrate PBAP mutation status with transcriptomic signatures to generate a response score.
aacr-jca-joint-session-lung-cancer-in-never-smokers::unknown::4,Maria Teresa Landi,National Cancer Institute,aacr-jca-joint-session-lung-cancer-in-never-smokers,platform_superiority_angle,high,"Leverage CrisPRO to integrate copy‑number, structural variant, and methylation data to refine the piano/mezzo‑forte/forte classification without full RNA‑seq.","Speaker said: ""EGFR mutant tumors had many more structural variants than KRAS mutant tumors""",CrisPRO’s multi‑omics fusion engine can generate a reduced‑feature model predictive of outcome.
aacr-jca-joint-session-lung-cancer-in-never-smokers::unknown::4,Maria Teresa Landi,National Cancer Institute,aacr-jca-joint-session-lung-cancer-in-never-smokers,resistance_mechanism_addressable,medium,"Target the epigenetic constraints in AT1‑origin EGFR tumors (e.g., DNA methylation modulators).","Speaker said: ""we tested methylation probes that define AT1 vs AT2 cell of origin""",CrisPRO can predict which EGFR tumors retain AT1 epigenetic signatures and prioritize epigenetic therapy.
aacr-joseph-h-burchenal-award-for-outstanding-achievement-in-clinical-cancer-res::unknown::1,Luis A. Diaz Jr.,Memorial Sloan Kettering Cancer Center,aacr-joseph-h-burchenal-award-for-outstanding-achievement-in-clinical-cancer-res,biomarker_stratification_gap,high,"Develop a CrisPRO‑enabled predictive model to identify MMR‑D tumor subtypes (e.g., pancreatic, glioma) unlikely to respond to PD‑1 blockade.","Speaker said: ""We still, to this date, don't know why they do so poorly"" regarding pancreatic and glioma responses.",Use computational modeling of tumor microenvironment and neoantigen landscape to flag patients for alternative combos.
aacr-joseph-h-burchenal-award-for-outstanding-achievement-in-clinical-cancer-res::unknown::1,Luis A. Diaz Jr.,Memorial Sloan Kettering Cancer Center,aacr-joseph-h-burchenal-award-for-outstanding-achievement-in-clinical-cancer-res,combination_partner,medium,"Pair PD‑1 blockade with agents that remodel the immunosuppressive microenvironment in pancreatic cancer (e.g., CXCR4 antagonists).",Speaker highlighted insufficient efficacy of pembrolizumab alone in pancreatic cancer.,CrisPRO can simulate synergistic effects of checkpoint inhibition plus stromal‑targeting drugs.
aacr-joseph-h-burchenal-award-for-outstanding-achievement-in-clinical-cancer-res::unknown::1,Luis A. Diaz Jr.,Memorial Sloan Kettering Cancer Center,aacr-joseph-h-burchenal-award-for-outstanding-achievement-in-clinical-cancer-res,trial_design_improvement,high,Design adaptive MRD trials that enrich for ctDNA‑positive patients using real‑time assay feedback and allow early crossover to active therapy.,Speaker noted slow accrual and closure of placebo arm due to rarity of ctDNA‑positive patients.,Leverage CrisPRO to model enrollment scenarios and power calculations for adaptive designs.
aacr-margaret-foti-award-for-leadership-and-extraordinary-achievements-in-cancer::unknown::1,Dr. Anthony Ribas,"University of California, Los Angeles",aacr-margaret-foti-award-for-leadership-and-extraordinary-achievements-in-cancer,biomarker_stratification_gap,high,"Develop a CrisPRO‑driven predictive model integrating baseline CD8 immunohistochemistry, PD‑L1 expression, and interferon‑γ gene signature to select patients most likely to achieve pathological complete response to neoadjuvant anti‑PD‑1.","Speaker said: ""It only works if there's the target and the receptor, the PD‑1 receptor colocalized with the PD‑L1... If this interaction is not there, these therapies will not be working.""","CrisPRO can computationally model tumor‑immune interaction networks and predict which tumors possess the requisite interferon‑γ signaling competence, enabling prospective enrichment."
aacr-margaret-foti-award-for-leadership-and-extraordinary-achievements-in-cancer::unknown::1,Dr. Anthony Ribas,"University of California, Los Angeles",aacr-margaret-foti-award-for-leadership-and-extraordinary-achievements-in-cancer,resistance_mechanism_addressable,medium,"Target JAK1/2 loss‑of‑function or beta‑2 microglobulin loss with combination strategies (e.g., epigenetic modulators or cytokine agonists) identified by CrisPRO network analysis.","Speaker noted: ""resistant cancers have homozygous JAK1 or JAK2 loss-of-function mutations, or loss of MHC expression by loss of beta‑2 microglobulin.""",CrisPRO can simulate pathway rewiring after JAK loss and suggest compensatory targets to restore interferon‑γ signaling.
aacr-minorities-in-cancer-research-jane-cooke-wright-lectureship::unknown::1,Dr. Ahmedin Jemal,American Cancer Society,aacr-minorities-in-cancer-research-jane-cooke-wright-lectureship,biomarker_stratification_gap,high,Linking population‑based cancer registry data with germline and somatic genomic profiles to identify high‑risk subpopulations for targeted prevention.,"Speaker noted: ""If we were to have to augment the data with more clinical genetic data, probably we can do more""",CrisPRO can integrate large epidemiologic datasets with genomic annotations to generate predictive risk models and uncover actionable biomarkers.
aacr-minorities-in-cancer-research-jane-cooke-wright-lectureship::unknown::1,Dr. Ahmedin Jemal,American Cancer Society,aacr-minorities-in-cancer-research-jane-cooke-wright-lectureship,trial_design_improvement,medium,"Developing real‑time surveillance endpoints to evaluate policy impacts, reducing the 4‑5 year lag in treatment data.","Speaker said: ""The most recent data that we have on treatment… is four, five years behind""",CrisPRO’s analytics platform can process near‑real‑time claims and electronic health record feeds to generate up‑to‑date outcome metrics.
aacr-princess-takamatsu-memorial-lectureship::unknown::1,David Lyden,Weill Cornell Medicine,aacr-princess-takamatsu-memorial-lectureship,biomarker_stratification_gap,high,Identify patients with high circulating beta‑2 integrin‑positive EVs to enrich for those at risk of thrombosis and who may benefit from beta‑2 integrin blockade,"Speaker said: ""Clinically, when we measure EVs that express beta‑2 integrin, we can predict which patients in the pancreatic cancer realm are going to form clots""",CrisPRO can integrate EV proteomic signatures with patient outcomes to generate a predictive classifier for beta‑2 integrin‑positive EV burden
aacr-princess-takamatsu-memorial-lectureship::unknown::1,David Lyden,Weill Cornell Medicine,aacr-princess-takamatsu-memorial-lectureship,resistance_mechanism_addressable,medium,"Target the integrin‑mediated organotropic EV uptake pathway (e.g., alphaVbeta5, alpha6beta4) to prevent pre‑metastatic niche formation","Speaker said: ""If we collect EVs from the blood and they have an EV that is alpha V beta 5, we already know those are going to potentially go to the liver""",CrisPRO can model integrin‑EV interaction networks to design small‑molecule or antibody inhibitors that block the zip‑code binding
aacr-princess-takamatsu-memorial-lectureship::unknown::1,David Lyden,Weill Cornell Medicine,aacr-princess-takamatsu-memorial-lectureship,trial_design_improvement,high,Design a biomarker‑driven early‑phase trial enrolling only patients with elevated tumor‑derived EV signatures (beta‑2 integrin or exomere metabolic cargo) to increase signal‑to‑noise for anti‑thrombotic or EV‑based therapies,"Speaker highlighted that early removal of the primary tumor reduces circulating EVs within a week, implying a window for intervention",CrisPRO can simulate trial enrichment scenarios using real‑world EV datasets to predict power gains
aacr-st-baldricks-foundation-award-for-outstanding-achievement-in-pediatric-canc::unknown::1,Dr. Kimberly Stegmaier,Dana-Farber Cancer Institute,aacr-st-baldricks-foundation-award-for-outstanding-achievement-in-pediatric-canc,biomarker_stratification_gap,high,STAG2 loss predicts poor prognosis and metastatic disease in Ewing sarcoma but is not yet used to stratify patients in trials.,"Speaker said: ""We made an observation ... that the patients who had tumors that had an absence of STAG2 protein had a higher incidence of metastatic disease.""",CrisPRO can integrate STAG2 status with transcriptomic signatures to define high‑risk subcohorts for targeted trials.
