talk_id,speaker_name,institution,session_title,talk_title,presentation_type,rhetorical_signals,cognitive_dissonance,n_vulnerabilities,vulnerability_type,failing_target,mechanistic_blindspot,evidence_strength,n_trial_dilution_risks,n_crispro_opportunities,crispro_top_type,crispro_top_priority,crispro_top_description,data_maturity,sample_size_adequacy,cited_competitors,nct_numbers,companies_to_monitor
aacr-minorities-in-cancer-research-jane-cooke-wright-lectureship::unknown::1,Dr. Ahmedin Jemal,American Cancer Society,aacr-minorities-in-cancer-research-jane-cooke-wright-lectureship,Transforming Cancer Surveillance to Drive Prevention and Health Equity,translational_science,"Speaker said: ""We regularly publish nine facts and figures in the statistics article on a regular basis"" | Speaker said: ""Our findings were used in an amicus brief in support of the Affordable Care Act in federal courts, including the Supreme Court"" | Speaker said: ""The data will speak in a few years""",,0,,,,,0,2,biomarker_stratification_gap,high,Linking population‑based cancer registry data with germline and somatic genomic profiles to identify high‑risk subpopulations for targeted prevention.,preclinical_only,adequately_powered,,,
aacr-princess-takamatsu-memorial-lectureship::unknown::1,David Lyden,Weill Cornell Medicine,aacr-princess-takamatsu-memorial-lectureship,Extracellular Vesicles as Systemic Mediators of Metastasis and Organ Dysfunction,basic_science,"Speaker said: ""we're still trying to figure out the cell biology, how that happens"" | Speaker said: ""we think the integrins are critical on the EVPs establishing organotropic metastases, but now they look like they have an additional role in systemic disease"" | Speaker said: ""we don't know exactly all those things that you mentioned""","Speaker showed that tumor‑derived EVs promote metastasis and organ dysfunction, then concluded that the same EV platform (activated T‑cell EVs) can be used as an effective anti‑tumor therapy, despite the mechanistic similarity",2,insufficient_efficacy,beta-2 integrin targeting antibody,"Potential redundancy with other integrins (e.g., alphaVbeta3) that can also mediate platelet binding and clot formation",implied_by_hedging,0,3,biomarker_stratification_gap,high,Identify patients with high circulating beta‑2 integrin‑positive EVs to enrich for those at risk of thrombosis and who may benefit from beta‑2 integrin blockade,preclinical_only,not_applicable,,,Companies developing pre‑metastatic niche inhibitors (unnamed in transcript)
aacr-st-baldricks-foundation-award-for-outstanding-achievement-in-pediatric-canc::unknown::1,Dr. Kimberly Stegmaier,Dana-Farber Cancer Institute,aacr-st-baldricks-foundation-award-for-outstanding-achievement-in-pediatric-canc,Award Lecture – Transformative Discoveries in Pediatric Precision Oncology,award_lecture,"Speaker said: ""These transcription factors are such important drivers, and they make for very challenging drug targets."" | Speaker said: ""These diseases have a low mutational burden, so generally, they've not been responsive to immune checkpoint inhibitors."" | Speaker said: ""These are rare and ultra‑rare cancers, so there's a lack of market incentive for developing drugs."" | Speaker said: ""We don't yet know all the rules, right? Those are both nuclear proteins. They're good ligands. Could you imagine a ligand for a target that's highly expressed, for example, in Ewing or neuroblastoma that we have a ligand for that's nuclear and hooking that up to something that recruits BRD4?""","Speaker showed that precise dosage of EWS‑FLI1 is essential for tumor survival (Goldilocks phenomenon) but concluded that ""targeted protein degradation"" of the fusion is a viable therapeutic strategy, despite the lack of a suitable ligand.",2,insufficient_efficacy,"Transcription factor fusions (e.g., EWS‑FLI1)",Goldilocks dependency on precise fusion expression levels limits therapeutic window for inhibitors,explicit_admission,0,5,biomarker_stratification_gap,high,STAG2 loss predicts poor prognosis and metastatic disease in Ewing sarcoma but is not yet used to stratify patients in trials.,preclinical_only,not_applicable,Broad Institute DepMap; Sanger Institute; AstraZeneca,,AstraZeneca; Broad Institute; Sanger Institute
aacr-team-science-award-lecture::unknown::1,Francesca Vazquez,Broad Institute,aacr-team-science-award-lecture,Building and Leveraging the Cancer Dependency Map,platform_showcase,"Speaker said: ""We are not done. We still have a lot of work to do."" | Speaker said: ""We identified PRMT5 as a selective dependency in MTAP‑deleted cancers."" | Speaker said: ""We found Werner helicase to be a synthetic lethal in microsatellite‑unstable cell lines."" | Speaker said: ""We see that some cell lines are still sensitive to Pelo even without the 9p21 deletion, indicating an unknown mechanism.""",,0,,,,,0,3,biomarker_stratification_gap,high,MTAP‑deleted cancers show a PRMT5 dependency; current clinical trials lack robust biomarker selection for MTAP status.,preclinical_only,not_applicable,Novartis Oncology; Sanger Institute; ATCC,,Broad Institute; Novartis; Sanger Institute
aacr-team-science-award-lecture::unknown::2,Bill Sellers,Broad Institute,aacr-team-science-award-lecture,"Expanding DepMap: Paralog Screens, Resistance Modeling, and New Phenotypes",platform_showcase,"Speaker said: ""We are not there yet. We haven't solved cancer."" | Speaker said: ""We are interested in whether genetic redundancies mask druggable dependencies."" | Speaker said: ""We have generated a library of more than 27,000 paralog pairs and screened ~300 models."" | Speaker said: ""We are engineering resistance alleles (ResMAP) to study convergent mechanisms across tumor types.""",,0,,,,,0,3,combination_partner,high,"Paralog pair dependencies (e.g., AKT1/AKT2) suggest that dual inhibition strategies could be more effective than single‑target agents.",mixed,adequately_powered,Sanger Institute; Stand Up to Cancer / Bayer Pharmaceuticals; Olink / SomaLogic,,Broad Institute; Sanger Institute; Bayer
aacr-waun-ki-hong-award-for-outstanding-achievement-in-translational-and-clinica::unknown::1,Eli Van Allen,Dana-Farber Cancer Institute / Harvard Medical School,aacr-waun-ki-hong-award-for-outstanding-achievement-in-translational-and-clinica,Molecular Logic in Cancer: From Germline‑Somatic Interactions to AI‑Driven Clinical Decision Support,translational_science,"Speaker said: ""we weren't sure how good it was going to be"" (referring to early PBRM1 findings) | Speaker admitted: ""we had to be very honest and transparent about that uncertainty of what we were observing"" (about inconsistent PBRM1 biomarker performance) | Speaker noted: ""we're still a work in progress"" (regarding computational pathology models) | Speaker warned: ""if we just go for the agentic AI, ... we would be doing something very bad"" (about interpretability risks)","Speaker showed that a single genomic feature (PBRM1 loss) correlated with response in the discovery cohort, then concluded that the biomarker is not reliable enough for clinical use without further validation",1,biomarker_failure,PBRM1 loss‑of‑function as a predictive biomarker for checkpoint blockade in kidney cancer,Failure to account for prior VEGF‑TKI exposure and concurrent combination regimens that alter the HIF‑ERV axis,explicit_admission,1,3,biomarker_stratification_gap,high,Develop a CrisPRO‑enabled predictive model that integrates PBRM1 status with HIF‑ERV signatures and prior VEGF‑TKI exposure to better select patients for checkpoint blockade,mixed,underpowered,Broad Institute; Bill Kaelin; Kai Wupperfing,NCT??? (Checkpoint 025 trial identifier not provided in transcript; need to locate via ClinicalTrials.gov),Dana‑Farber Cancer Institute (academic‑industry collaborations); Broad Institute (AI‑driven oncology tools); Companies developing HIF inhibitors for RCC
academic-entrepreneurship-getting-your-discovery-to-patients-part-1-liftoff::unknown::1,Vanessa Almendro,City of Hope,"Academic Entrepreneurship and Getting Discoveries into Patients, part one: Liftoff",Career Journey from Academia to Chief Commercialization Officer,translational_science,"Speaker said: 'I had no idea what comes next. What do you do once you have your patent?' | Speaker said: 'I was all surprised again. That was another moment in my career that I was like, ""What do you mean I cannot develop in this target, or this is not commercially viable?""'",,1,insufficient_efficacy,Antibody against substance P,"The speaker noted they were 'unsure what was the mechanism of action' despite finding it transactivated EGFR and HER2, and the project did not progress to a commercial product.",explicit_admission,0,1,resistance_mechanism_addressable,low,The speaker's early failure with substance P antibodies due to mechanistic uncertainty suggests a need for high-resolution mapping of neuropeptide-driven EGFR/HER2 transactivation.,preclinical_only,not_applicable,Vertex Pharmaceuticals; Repertory Immune Medicine; Eisai Pharmaceuticals; Danaher Corporation,,
academic-entrepreneurship-getting-your-discovery-to-patients-part-1-liftoff::unknown::2,Bill Heit,Consultant (Former Johnson & Johnson),"Academic Entrepreneurship and Getting Discoveries into Patients, part one: Liftoff",Perspectives on Signal Transduction and Drug Discovery,translational_science,Speaker said: 'I can't tell you how much money we spent and never made a drug that was selective enough to go forward to hit this target.',,2,toxicity_limiting,Elongation factor two (eEF2) kinase,Lack of selectivity for the target kinase led to failure despite high activity in glioblastoma.,explicit_admission,0,1,failed_asset_salvage,medium,The failure of eEF2 kinase inhibitors due to selectivity issues presents an opportunity to use precision targeting or PROTACs to achieve the selectivity J&J could not.,mixed,underpowered,Vertex; Johnson & Johnson,,
academic-entrepreneurship-getting-your-discovery-to-patients-part-1-liftoff::unknown::3,Omer Butt,Avectra Therapeutics,"Academic Entrepreneurship and Getting Discoveries into Patients, part one: Liftoff",Regulatory Pathways and CMC Challenges,platform_showcase,,,0,,,,,0,1,trial_design_improvement,medium,"The speaker highlights the critical nature of the pre-IND and 'interact' meetings to avoid clinical holds, particularly in cell therapy.",preclinical_only,not_applicable,Biogen; Sanofi; Regeneron,,Avectra Therapeutics
academic-entrepreneurship-getting-your-discovery-to-patients-part-1-liftoff::unknown::4,Mike Caligiuri,City of Hope,"Academic Entrepreneurship and Getting Discoveries into Patients, part one: Liftoff",Building the Bridge from Academia to Clinic,translational_science,,,1,unknown,CAR-NK / CAR-T cell therapy company,"The speaker mentions the company has had 'ups and downs' and a significant reduction in staff (60 to 12), suggesting instability in the asset's development or funding.",implied_by_hedging,0,1,combination_partner,medium,The speaker's focus on NK cells and the transition to in vivo CAR-NK suggests a need for better targeting and delivery mechanisms.,mixed,underpowered,Cancer Bridge; Access Hope,,
academic-entrepreneurship-getting-your-discovery-to-patients-part-2-preparing-fo::unknown::1,Levi Garraway,Roche/Genentech,academic-entrepreneurship-getting-your-discovery-to-patients-part-2-preparing-fo,Journey from academia to pharma and lessons on entrepreneurship,industry_pitch,"Speaker said: ""When one has an idea, whether it's a therapeutic or a diagnostic, and you're thinking about pitching the idea, it's often helpful to understand what is in the mind of the venture capitalist."" | Speaker said: ""We knew upfront that we wanted to move to commercialization because we knew that you could do the approach in academia. That was happening already.""",,0,,,,,0,1,biomarker_stratification_gap,high,"Foundation Medicine’s pan‑cancer NGS platform lacks a defined biomarker‑driven use case for early‑stage disease, creating an opening for CrisPRO to provide predictive biomarkers that de‑risk broad diagnostic programs.",preclinical_only,not_applicable,Veracyte; Grail,,Roche; Veracyte; Grail
